time,event_name
2024-10-30,SPY Component Report EQIX
2024-10-30,SPY Component Report EQR
2024-10-30,SPY Component Report EXC
2024-10-30,SPY Component Report FRT
2024-10-30,SPY Component Report FTV
2024-10-30,SPY Component Report GDDY
2024-10-30,SPY Component Report GEHC
2024-10-30,SPY Component Report GEN
2024-10-30,SPY Component Report GPN
2024-10-30,SPY Component Report GRMN
2024-10-30,SPY Component Report HES
2024-10-30,SPY Component Report HUM
2024-10-30,SPY Component Report INVH
2024-10-30,SPY Component Report ITW
2024-10-30,SPY Component Report KHC
2024-10-30,SPY Component Report KLAC
2024-10-30,SPY Component Report LLY
2024-10-30,SPY Component Report MAA
2024-10-30,SPY Component Report MET
2024-10-30,SPY Component Report META
2024-10-30,SPY Component Report MGM
2024-10-30,SPY Component Report MLM
2024-10-30,SPY Component Report MPWR
2024-10-30,SPY Component Report MSFT
2024-10-30,SPY Component Report NI
2024-10-30,SPY Component Report OTIS
2024-10-30,SPY Component Report PAYC
2024-10-30,SPY Component Report PRU
2024-10-30,SPY Component Report PSA
2024-10-30,SPY Component Report SBUX
2024-10-30,SPY Component Report SW
2024-10-30,SPY Component Report TECH
2024-10-30,SPY Component Report TEL
2024-10-30,SPY Component Report TT
2024-10-30,SPY Component Report UDR
2024-10-30,SPY Component Report VMC
2024-10-30,SPY Component Report VRSK
2024-10-30,SPY Component Report VTR
2024-10-30,SPY Component Report ZBH
2024-10-31,SPY Component Report AAPL
2024-10-31,SPY Component Report AES
2024-10-31,SPY Component Report AMCR
2024-10-31,SPY Component Report AME
2024-10-31,SPY Component Report AMZN
2024-10-31,SPY Component Report APTV
2024-10-31,SPY Component Report BALL
2024-10-31,SPY Component Report BMY
2024-10-31,SPY Component Report CI
2024-10-31,SPY Component Report CMCSA
2024-10-31,SPY Component Report CMS
2024-10-31,SPY Component Report COP
2024-10-31,SPY Component Report CPT
2024-10-31,SPY Component Report CTRA
2024-10-31,SPY Component Report EL
2024-10-31,SPY Component Report EMN
2024-10-31,SPY Component Report ERIE
2024-10-31,SPY Component Report ETN
2024-10-31,SPY Component Report ETR
2024-10-31,SPY Component Report GNRC
2024-10-31,SPY Component Report GWW
2024-10-31,SPY Component Report HII
2024-10-31,SPY Component Report ICE
2024-10-31,SPY Component Report IDXX
2024-10-31,SPY Component Report INTC
2024-10-31,SPY Component Report IP
2024-10-31,SPY Component Report IQV
2024-10-31,SPY Component Report IR
2024-10-31,SPY Component Report JNPR
2024-10-31,SPY Component Report K
2024-10-31,SPY Component Report KIM
2024-10-31,SPY Component Report LIN
2024-10-31,SPY Component Report LNT
2024-10-31,SPY Component Report MA
2024-10-31,SPY Component Report MO
2024-10-31,SPY Component Report MRK
2024-10-31,SPY Component Report NCLH
2024-10-31,SPY Component Report PH
2024-10-31,SPY Component Report PWR
2024-10-31,SPY Component Report REGN
2024-10-31,SPY Component Report SO
2024-10-31,SPY Component Report UBER
2024-10-31,SPY Component Report VICI
2024-10-31,SPY Component Report WEC
2024-10-31,SPY Component Report WTW
2024-10-31,SPY Component Report XEL
2024-10-31,SPY Component Report XYL
2024-11-01,SPY Component Report CAH
2024-11-01,SPY Component Report CBOE
2024-11-01,SPY Component Report CHD
2024-11-01,SPY Component Report CHTR
2024-11-01,SPY Component Report CVX
2024-11-01,SPY Component Report D
2024-11-01,SPY Component Report LYB
2024-11-01,SPY Component Report PPL
2024-11-01,SPY Component Report SPG
2024-11-01,SPY Component Report TROW
2024-11-01,SPY Component Report WAT
2024-11-01,SPY Component Report XOM
2024-11-02,SPY Component Report BRK-B
2024-11-04,SPY Component Report AIG
2024-11-04,SPY Component Report AVB
2024-11-04,SPY Component Report BEN
2024-11-04,SPY Component Report CEG
2024-11-04,SPY Component Report ES
2024-11-04,SPY Component Report FANG
2024-11-04,SPY Component Report FIS
2024-11-04,SPY Component Report FOX
2024-11-04,SPY Component Report FOXA
2024-11-04,SPY Component Report HOLX
2024-11-04,SPY Component Report MAR
2024-11-04,SPY Component Report NXPI
2024-11-04,SPY Component Report O
2024-11-04,SPY Component Report PEG
2024-11-04,SPY Component Report PLTR
2024-11-04,SPY Component Report RVTY
2024-11-04,SPY Component Report VRTX
2024-11-04,SPY Component Report WYNN
2024-11-04,SPY Component Report ZTS
2024-11-05,SPY Component Report AIZ
2024-11-05,SPY Component Report APO
2024-11-05,SPY Component Report BLDR
2024-11-05,SPY Component Report BR
2024-11-05,SPY Component Report CMI
2024-11-05,SPY Component Report DD
2024-11-05,SPY Component Report DVN
2024-11-05,SPY Component Report EMR
2024-11-05,SPY Component Report EXPD
2024-11-05,SPY Component Report HSIC
2024-11-05,SPY Component Report IFF
2024-11-05,SPY Component Report IT
2024-11-05,SPY Component Report JKHY
2024-11-05,SPY Component Report MCHP
2024-11-05,SPY Component Report MPC
2024-11-05,SPY Component Report TRGP
2024-11-05,SPY Component Report YUM
2024-11-06,SPY Component Report AEE
2024-11-06,SPY Component Report AEP
2024-11-06,SPY Component Report ALB
2024-11-06,SPY Component Report ANSS
2024-11-06,SPY Component Report COR
2024-11-06,SPY Component Report CRL
2024-11-06,SPY Component Report CTVA
2024-11-06,SPY Component Report CVS
2024-11-06,SPY Component Report FICO
2024-11-06,SPY Component Report GILD
2024-11-06,SPY Component Report HST
2024-11-06,SPY Component Report HWM
2024-11-06,SPY Component Report IRM
2024-11-06,SPY Component Report JCI
2024-11-06,SPY Component Report MCK
2024-11-06,SPY Component Report MKTX
2024-11-06,SPY Component Report MTCH
2024-11-06,SPY Component Report PNW
2024-11-06,SPY Component Report PTC
2024-11-06,SPY Component Report QCOM
2024-11-06,SPY Component Report SRE
2024-11-06,SPY Component Report STE
2024-11-06,SPY Component Report TKO
2024-11-06,SPY Component Report TRMB
2024-11-06,SPY Component Report TTWO
2024-11-06,SPY Component Report WMB
2024-11-07,SPY Component Report ABNB
2024-11-07,SPY Component Report AKAM
2024-11-07,SPY Component Report ANET
2024-11-07,SPY Component Report APA
2024-11-07,SPY Component Report APD
2024-11-07,SPY Component Report AXON
2024-11-07,SPY Component Report BDX
2024-11-07,SPY Component Report CPAY
2024-11-07,SPY Component Report DUK
2024-11-07,SPY Component Report ED
2024-11-07,SPY Component Report EOG
2024-11-07,SPY Component Report EPAM
2024-11-07,SPY Component Report EVRG
2024-11-07,SPY Component Report EXPE
2024-11-07,SPY Component Report FTNT
2024-11-07,SPY Component Report HAL
2024-11-07,SPY Component Report HSY
2024-11-07,SPY Component Report KVUE
2024-11-07,SPY Component Report MNST
2024-11-07,SPY Component Report MRNA
2024-11-07,SPY Component Report MSI
2024-11-07,SPY Component Report MTD
2024-11-07,SPY Component Report NWS
2024-11-07,SPY Component Report NWSA
2024-11-07,SPY Component Report PCG
2024-11-07,SPY Component Report PODD
2024-11-07,SPY Component Report RL
2024-11-07,SPY Component Report ROK
2024-11-07,SPY Component Report SOLV
2024-11-07,SPY Component Report TAP
2024-11-07,SPY Component Report TDG
2024-11-07,SPY Component Report VTRS
2024-11-07,SPY Component Report WBD
2024-11-08,SPY Component Report BAX
2024-11-08,SPY Component Report NRG
2024-11-08,SPY Component Report PARA
2024-11-08,SPY Component Report VST
2024-11-11,SPY Component Report LYV
2024-11-12,SPY Component Report HD
2024-11-12,SPY Component Report MOS
2024-11-12,SPY Component Report OXY
2024-11-12,SPY Component Report SWKS
2024-11-12,SPY Component Report TSN
2024-11-13,SPY Component Report CSCO
2024-11-14,SPY Component Report AMAT
2024-11-14,SPY Component Report DIS
2024-11-18,SPY Component Report ADM
2024-11-18,SPY Component Report ATO
2024-11-19,SPY Component Report J
2024-11-19,SPY Component Report KEYS
2024-11-19,SPY Component Report LOW
2024-11-19,SPY Component Report MDT
2024-11-19,SPY Component Report WMT
2024-11-20,SPY Component Report NVDA
2024-11-20,SPY Component Report PANW
2024-11-20,SPY Component Report TGT
2024-11-20,SPY Component Report TJX
2024-11-20,SPY Component Report WSM
2024-11-21,SPY Component Report CPRT
2024-11-21,SPY Component Report DE
2024-11-21,SPY Component Report INTU
2024-11-21,SPY Component Report NTAP
2024-11-21,SPY Component Report ROST
2024-11-25,SPY Component Report A
2024-11-26,SPY Component Report ADI
2024-11-26,SPY Component Report ADSK
2024-11-26,SPY Component Report BBY
2024-11-26,SPY Component Report CRWD
2024-11-26,SPY Component Report DELL
2024-11-26,SPY Component Report HPQ
2024-11-26,SPY Component Report SJM
2024-11-26,SPY Component Report WDAY
2024-12-03,SPY Component Report CPB
2024-12-03,SPY Component Report CRM
2024-12-04,SPY Component Report DLTR
2024-12-04,SPY Component Report HRL
2024-12-04,SPY Component Report SNPS
2024-12-05,SPY Component Report BF-B
2024-12-05,SPY Component Report COO
2024-12-05,SPY Component Report DG
2024-12-05,SPY Component Report HPE
2024-12-05,SPY Component Report KR
2024-12-05,SPY Component Report LULU
2024-12-05,SPY Component Report ULTA
2024-12-09,SPY Component Report ORCL
2024-12-10,SPY Component Report AZO
2024-12-11,SPY Component Report ADBE
2024-12-11,SPY Component Report NDSN
2024-12-12,SPY Component Report AVGO
2024-12-12,SPY Component Report COST
2024-12-16,SPY Component Report AMTM
2024-12-18,SPY Component Report GIS
2024-12-18,SPY Component Report JBL
2024-12-18,SPY Component Report LEN
2024-12-18,SPY Component Report MU
2024-12-19,SPY Component Report ACN
2024-12-19,SPY Component Report CAG
2024-12-19,SPY Component Report CTAS
2024-12-19,SPY Component Report DRI
2024-12-19,SPY Component Report FDS
2024-12-19,SPY Component Report FDX
2024-12-19,SPY Component Report KMX
2024-12-19,SPY Component Report LW
2024-12-19,SPY Component Report NKE
2024-12-19,SPY Component Report PAYX
2024-12-20,SPY Component Report CCL
2025-01-10,SPY Component Report DAL
2025-01-10,SPY Component Report STZ
2025-01-10,SPY Component Report WBA
2025-01-15,SPY Component Report BK
2025-01-15,SPY Component Report BLK
2025-01-15,SPY Component Report C
2025-01-15,SPY Component Report GS
2025-01-15,SPY Component Report JPM
2025-01-15,SPY Component Report USB
2025-01-15,SPY Component Report WFC
2025-01-16,SPY Component Report BAC
2025-01-16,SPY Component Report JBHT
2025-01-16,SPY Component Report MS
2025-01-16,SPY Component Report MTB
2025-01-16,SPY Component Report PNC
2025-01-16,SPY Component Report UNH
2025-01-17,SPY Component Report CFG
2025-01-17,SPY Component Report FAST
2025-01-17,SPY Component Report HBAN
2025-01-17,SPY Component Report RF
2025-01-17,SPY Component Report SLB
2025-01-17,SPY Component Report STT
2025-01-17,SPY Component Report TFC
2025-01-21,SPY Component Report COF
2025-01-21,SPY Component Report DHI
2025-01-21,SPY Component Report FITB
2025-01-21,SPY Component Report KEY
2025-01-21,SPY Component Report MMM
2025-01-21,SPY Component Report NFLX
2025-01-21,SPY Component Report PLD
2025-01-21,SPY Component Report SCHW
2025-01-21,SPY Component Report STX
2025-01-21,SPY Component Report UAL
2025-01-22,SPY Component Report ABT
2025-01-22,SPY Component Report APH
2025-01-22,SPY Component Report GEV
2025-01-22,SPY Component Report HAL
2025-01-22,SPY Component Report JNJ
2025-01-22,SPY Component Report KMI
2025-01-22,SPY Component Report PG
2025-01-22,SPY Component Report STLD
2025-01-22,SPY Component Report TDY
2025-01-22,SPY Component Report TEL
2025-01-22,SPY Component Report TRV
2025-01-22,SPY Component Report TXT
2025-01-23,SPY Component Report CSX
2025-01-23,SPY Component Report ELV
2025-01-23,SPY Component Report FCX
2025-01-23,SPY Component Report GE
2025-01-23,SPY Component Report ISRG
2025-01-23,SPY Component Report MKC
2025-01-23,SPY Component Report NTRS
2025-01-23,SPY Component Report TXN
2025-01-23,SPY Component Report UNP
2025-01-24,SPY Component Report AXP
2025-01-24,SPY Component Report HCA
2025-01-24,SPY Component Report NEE
2025-01-24,SPY Component Report VZ
2025-01-27,SPY Component Report ARE
2025-01-27,SPY Component Report BRO
2025-01-27,SPY Component Report NUE
2025-01-27,SPY Component Report T
2025-01-27,SPY Component Report WRB
2025-01-28,SPY Component Report BA
2025-01-28,SPY Component Report BXP
2025-01-28,SPY Component Report CB
2025-01-28,SPY Component Report FFIV
2025-01-28,SPY Component Report GM
2025-01-28,SPY Component Report IVZ
2025-01-28,SPY Component Report KMB
2025-01-28,SPY Component Report LMT
2025-01-28,SPY Component Report NVR
2025-01-28,SPY Component Report PCAR
2025-01-28,SPY Component Report PGR
2025-01-28,SPY Component Report PKG
2025-01-28,SPY Component Report RCL
2025-01-28,SPY Component Report RTX
2025-01-28,SPY Component Report SBUX
2025-01-28,SPY Component Report SYF
2025-01-28,SPY Component Report SYK
2025-01-28,SPY Component Report SYY
2025-01-29,SPY Component Report ADP
2025-01-29,SPY Component Report AMP
2025-01-29,SPY Component Report CHRW
2025-01-29,SPY Component Report DHR
2025-01-29,SPY Component Report GD
2025-01-29,SPY Component Report GLW
2025-01-29,SPY Component Report HES
2025-01-29,SPY Component Report IBM
2025-01-29,SPY Component Report LII
2025-01-29,SPY Component Report LRCX
2025-01-29,SPY Component Report LVS
2025-01-29,SPY Component Report META
2025-01-29,SPY Component Report MSCI
2025-01-29,SPY Component Report MSFT
2025-01-29,SPY Component Report NDAQ
2025-01-29,SPY Component Report NOW
2025-01-29,SPY Component Report NSC
2025-01-29,SPY Component Report OTIS
2025-01-29,SPY Component Report RJF
2025-01-29,SPY Component Report TER
2025-01-29,SPY Component Report TMUS
2025-01-29,SPY Component Report TSLA
2025-01-29,SPY Component Report URI
2025-01-29,SPY Component Report WDC
2025-01-29,SPY Component Report WM
2025-01-30,SPY Component Report AAPL
2025-01-30,SPY Component Report AJG
2025-01-30,SPY Component Report AOS
2025-01-30,SPY Component Report AVY
2025-01-30,SPY Component Report BKR
2025-01-30,SPY Component Report BX
2025-01-30,SPY Component Report CAH
2025-01-30,SPY Component Report CAT
2025-01-30,SPY Component Report CI
2025-01-30,SPY Component Report CMCSA
2025-01-30,SPY Component Report DECK
2025-01-30,SPY Component Report DGX
2025-01-30,SPY Component Report DOV
2025-01-30,SPY Component Report DOW
2025-01-30,SPY Component Report EMN
2025-01-30,SPY Component Report GEN
2025-01-30,SPY Component Report HIG
2025-01-30,SPY Component Report INTC
2025-01-30,SPY Component Report IP
2025-01-30,SPY Component Report KLAC
2025-01-30,SPY Component Report LHX
2025-01-30,SPY Component Report LUV
2025-01-30,SPY Component Report MA
2025-01-30,SPY Component Report MMC
2025-01-30,SPY Component Report MO
2025-01-30,SPY Component Report NOC
2025-01-30,SPY Component Report PH
2025-01-30,SPY Component Report PHM
2025-01-30,SPY Component Report PPG
2025-01-30,SPY Component Report RMD
2025-01-30,SPY Component Report ROP
2025-01-30,SPY Component Report SHW
2025-01-30,SPY Component Report TMO
2025-01-30,SPY Component Report TSCO
2025-01-30,SPY Component Report TT
2025-01-30,SPY Component Report UPS
2025-01-30,SPY Component Report V
2025-01-30,SPY Component Report VLO
2025-01-30,SPY Component Report WY
2025-01-31,SPY Component Report ABBV
2025-01-31,SPY Component Report AON
2025-01-31,SPY Component Report BEN
2025-01-31,SPY Component Report BR
2025-01-31,SPY Component Report CHD
2025-01-31,SPY Component Report CHTR
2025-01-31,SPY Component Report CL
2025-01-31,SPY Component Report CVX
2025-01-31,SPY Component Report ETN
2025-01-31,SPY Component Report GWW
2025-01-31,SPY Component Report LYB
2025-01-31,SPY Component Report PSX
2025-01-31,SPY Component Report RVTY
2025-01-31,SPY Component Report XOM
2025-02-03,SPY Component Report CLX
2025-02-03,SPY Component Report DOC
2025-02-03,SPY Component Report EG
2025-02-03,SPY Component Report EQR
2025-02-03,SPY Component Report IDXX
2025-02-03,SPY Component Report NXPI
2025-02-03,SPY Component Report PLTR
2025-02-03,SPY Component Report TSN
2025-02-04,SPY Component Report ADM
2025-02-04,SPY Component Report AMCR
2025-02-04,SPY Component Report AMD
2025-02-04,SPY Component Report AME
2025-02-04,SPY Component Report AMGN
2025-02-04,SPY Component Report AMTM
2025-02-04,SPY Component Report APO
2025-02-04,SPY Component Report ATO
2025-02-04,SPY Component Report AVB
2025-02-04,SPY Component Report BALL
2025-02-04,SPY Component Report CMG
2025-02-04,SPY Component Report CMI
2025-02-04,SPY Component Report CNC
2025-02-04,SPY Component Report EA
2025-02-04,SPY Component Report EL
2025-02-04,SPY Component Report ENPH
2025-02-04,SPY Component Report ESS
2025-02-04,SPY Component Report FICO
2025-02-04,SPY Component Report FOX
2025-02-04,SPY Component Report FOXA
2025-02-04,SPY Component Report GOOG
2025-02-04,SPY Component Report GOOGL
2025-02-04,SPY Component Report HUBB
2025-02-04,SPY Component Report IEX
2025-02-04,SPY Component Report IT
2025-02-04,SPY Component Report J
2025-02-04,SPY Component Report JKHY
2025-02-04,SPY Component Report JNPR
2025-02-04,SPY Component Report KKR
2025-02-04,SPY Component Report MDLZ
2025-02-04,SPY Component Report MPC
2025-02-04,SPY Component Report MRK
2025-02-04,SPY Component Report MTCH
2025-02-04,SPY Component Report OMC
2025-02-04,SPY Component Report PEP
2025-02-04,SPY Component Report PFE
2025-02-04,SPY Component Report PNR
